epoch,train_loss,train acc,test acc,f1_score,matthews_corrcoef
0,153.6575190424919,75.74375247917493,93.82716049382717,0.6666666666666666,0.639413483392705
1,46.367609083652496,88.37762792542642,93.55281207133059,0.6466165413533834,0.6163936058313064
2,45.05945247411728,89.61721539071797,94.3758573388203,0.672,0.642553544972808
3,44.564170986413956,89.97421658072193,94.3758573388203,0.6611570247933884,0.6307424671735428
4,44.89109933376312,89.6568821896073,93.00411522633745,0.6382978723404256,0.6106936563209838
5,43.59493896365166,90.95596985323284,94.65020576131687,0.6722689075630253,0.6431718588452715
6,43.291248977184296,91.08488694962317,93.68998628257887,0.6567164179104478,0.6279541416815287
7,43.147666960954666,91.2138040460135,93.68998628257887,0.6666666666666666,0.6408527904839354
8,43.33425346016884,91.0650535501785,94.78737997256516,0.6779661016949152,0.6496078927396913
9,43.59056344628334,90.8171360571202,93.00411522633745,0.6577181208053692,0.637816294695392
10,42.46266546845436,91.4319714399048,93.68998628257887,0.6406250000000001,0.6085029333829272
11,42.30620864033699,91.61047203490678,92.72976680384087,0.6442953020134229,0.6225268244762956
12,42.60672968626022,91.63030543435144,93.68998628257887,0.6515151515151515,0.6214839686121937
13,41.839804619550705,92.0468068226894,93.27846364883402,0.6201550387596898,0.5861458778963439
14,41.498516857624054,92.49305831019437,93.4156378600823,0.6470588235294118,0.6180462378440145
15,41.69313716888428,92.36414121380405,93.96433470507544,0.6562500000000001,0.625684691785443
16,41.32923758029938,92.69139230464101,93.27846364883402,0.6620689655172414,0.6399034307563866
17,41.52123072743416,92.48314161047203,92.5925925925926,0.625,0.597410350937174
18,40.80917325615883,93.06822689408965,93.14128943758574,0.647887323943662,0.622026385359682
19,41.35323962569237,92.61205870686236,93.55281207133059,0.6518518518518519,0.6229545861294274
20,40.69072714447975,93.13764379214598,92.5925925925926,0.6351351351351352,0.6114054016330609
21,40.829055190086365,93.12772709242364,92.86694101508917,0.6285714285714286,0.5992685692682587
22,40.26511138677597,93.66322887742959,92.86694101508917,0.6486486486486486,0.6267685113045934
23,40.16953843832016,93.53431178103926,93.55281207133059,0.6618705035971223,0.6360229733258024
24,39.89964026212692,93.78222927409757,93.14128943758574,0.647887323943662,0.622026385359682
25,39.97554123401642,93.62356207854026,95.47325102880659,0.717948717948718,0.6933721095674105
26,39.54267168045044,94.10948036493456,90.39780521262003,0.5783132530120482,0.5591309279224238
27,39.77174133062363,93.9408964696549,92.31824417009602,0.6266666666666667,0.6031331868152239
28,39.70875656604767,94.29789765965887,92.72976680384087,0.6394557823129251,0.6156391262299383
29,39.44892689585686,94.54581515271718,91.35802469135803,0.5987261146496815,0.5760552104049471
30,38.974019557237625,94.84331614438715,92.31824417009602,0.6266666666666667,0.6031331868152239
31,38.66272923350334,95.1011503371678,90.6721536351166,0.580246913580247,0.5582956724140862
32,38.81745681166649,95.09123363744546,93.00411522633745,0.6382978723404256,0.6106936563209838
33,38.857939302921295,95.0119000396668,92.04389574759945,0.6133333333333333,0.5879160450837814
34,38.39225050806999,95.44823482744943,92.72976680384087,0.6394557823129251,0.6156391262299383
35,38.35580837726593,95.44823482744943,91.76954732510288,0.6153846153846154,0.5945660007785823
36,38.18900030851364,95.57715192383975,93.96433470507544,0.676470588235294,0.6507746515576153
37,38.05754345655441,95.72590241967474,90.53497942386831,0.5766871165644172,0.5548854380367092
38,37.87853878736496,95.95398651328838,88.20301783264746,0.5274725274725276,0.5109470490408226
39,37.481102764606476,96.35065450218167,91.6323731138546,0.6114649681528662,0.5907999261236792
40,37.55669969320297,96.17215390717969,92.5925925925926,0.625,0.597410350937174
41,37.534367084503174,96.24157080523602,92.5925925925926,0.6351351351351352,0.6114054016330609
42,37.22182539105415,96.61840539468464,89.30041152263375,0.5568181818181819,0.5416662641970437
43,37.14636757969856,96.57873859579531,90.53497942386831,0.5766871165644172,0.5548854380367092
44,37.03054291009903,96.84648948829829,93.55281207133059,0.6618705035971223,0.6360229733258024
45,36.88251930475235,96.89607298690996,93.96433470507544,0.6716417910447762,0.6445097298803583
46,36.60290437936783,97.1836572788576,90.6721536351166,0.5750000000000001,0.5506955982919365
47,36.71991157531738,96.94565648552162,90.12345679012346,0.5662650602409639,0.5449182131675353
48,36.632919669151306,97.17374057913527,90.94650205761317,0.576923076923077,0.5501396164230267
49,36.649398386478424,97.20349067830226,89.57475994513031,0.5581395348837209,0.5399790786732234
50,36.72520127892494,97.13407378024593,90.94650205761317,0.5875,0.5652543323320026
51,36.37909838557243,97.25307417691393,86.69410150891632,0.4867724867724868,0.4661730867501065
52,36.078782111406326,97.4315747719159,90.80932784636488,0.5838509316770185,0.5617515968171464
53,36.046191573143005,97.60015866719556,93.82716049382717,0.6616541353383459,0.6330479529144769
54,36.35178303718567,97.25307417691393,89.7119341563786,0.5562130177514792,0.5353252394083423
55,36.136942863464355,97.42165807219358,88.88888888888889,0.5474860335195532,0.5328751903278335
56,35.80178487300873,97.72907576358588,90.6721536351166,0.580246913580247,0.5582956724140862
57,35.98447918891907,97.67949226497421,89.30041152263375,0.5517241379310345,0.5339005713527405
58,35.9632950425148,97.72907576358588,87.92866941015089,0.5217391304347827,0.505521483639078
59,35.803549349308014,97.78857596191988,89.02606310013718,0.5348837209302325,0.5121842155944746
60,35.93001115322113,97.74890916303055,89.98628257887518,0.5521472392638037,0.5261222223131155
61,35.52378025650978,98.06624355414517,90.26063100137175,0.5534591194968553,0.5249459048463917
62,35.375940173864365,98.1356604522015,89.98628257887518,0.562874251497006,0.5416802493107149
63,35.409808814525604,98.09599365331218,88.88888888888889,0.5423728813559323,0.5250468796502341
64,35.48991850018501,98.03649345497819,88.7517146776406,0.5287356321839081,0.5063036261606855
65,35.181192457675934,98.26457754859183,90.80932784636488,0.567741935483871,0.5388903539950028
66,35.28731253743172,98.27449424831416,88.7517146776406,0.5340909090909092,0.5142615375262376
67,35.484517842531204,98.09599365331218,87.51714677640604,0.5133689839572193,0.4975978314759726
68,35.216385662555695,98.25466084886949,86.0082304526749,0.48484848484848486,0.47053519283368767
69,35.244842886924744,98.27449424831416,87.10562414266118,0.5052631578947369,0.4899186773864051
70,35.17573368549347,98.40341134470448,90.26063100137175,0.5748502994011976,0.5558383971629794
71,35.02154016494751,98.39349464498216,91.22085048010975,0.5897435897435898,0.5649484112082119
72,34.86297985911369,98.46291154303847,83.95061728395062,0.4454976303317536,0.4295973324891203
73,34.99111372232437,98.40341134470448,87.65432098765432,0.5108695652173914,0.4921773419302433
74,35.17906865477562,98.30424434748116,88.61454046639231,0.5363128491620113,0.5193119064428787
75,34.92822930216789,98.51249504165014,81.48148148148148,0.4206008583690987,0.41199180595488283
76,34.82347014546394,98.54224514081713,89.43758573388203,0.5497076023391814,0.5291254639498193
77,34.83696135878563,98.5918286394288,90.53497942386831,0.5660377358490566,0.5395656162092057
78,34.848647862672806,98.6215787385958,91.76954732510288,0.6153846153846154,0.5945660007785823
79,35.02736288309097,98.47282824276081,90.80932784636488,0.5732484076433121,0.546565778967483
80,34.980869352817535,98.42324474414914,87.10562414266118,0.5,0.48183230796514415
81,34.61728671193123,98.63149543831813,86.0082304526749,0.4795918367346939,0.4623651560448566
82,34.44584432244301,98.84966283220945,83.67626886145405,0.44651162790697674,0.4338250686782236
83,34.69381803274155,98.60174533915114,89.16323731138546,0.5212121212121211,0.4911252054231953
84,34.857880622148514,98.5323284410948,86.83127572016461,0.4947368421052632,0.47681847873568106
85,34.54869890213013,98.78024593415311,89.02606310013718,0.5348837209302325,0.5121842155944746
86,34.622091978788376,98.67116223720745,84.36213991769547,0.4519230769230769,0.4358053003309325
87,34.59165915846825,98.69099563665212,83.81344307270233,0.44859813084112155,0.43583784684215393
88,34.82501977682114,98.58191193970647,85.18518518518519,0.47058823529411764,0.45693911812779486
89,34.47430017590523,98.75049583498611,90.94650205761317,0.576923076923077,0.5501396164230267
90,34.4767085313797,98.82982943276478,82.03017832647463,0.41777777777777775,0.40257293355533263
91,34.61172190308571,98.70091233637446,87.10562414266118,0.5052631578947369,0.4899186773864051
92,34.382023483514786,98.87941293137644,89.43758573388203,0.5497076023391814,0.5291254639498193
93,34.306963473558426,98.91907973026576,87.10562414266118,0.5104166666666666,0.49795137757810376
94,34.20034897327423,99.04799682665609,82.85322359396433,0.44444444444444453,0.4385542570947299
95,34.327676653862,98.85957953193177,89.30041152263375,0.5517241379310345,0.5339005713527405
96,34.25321680307388,98.91907973026576,82.99039780521262,0.43636363636363634,0.4240044678853331
97,34.11156776547432,99.05791352637843,88.47736625514403,0.5280898876404494,0.5085541272219147
98,34.20849588513374,99.01824672748909,89.7119341563786,0.5562130177514792,0.5353252394083423
99,34.21021753549576,99.06783022610075,89.30041152263375,0.5517241379310345,0.5339005713527405
100,34.322432309389114,98.9884966283221,91.90672153635117,0.5986394557823129,0.5693248347000675
101,34.24322924017906,99.03808012693375,84.2249657064472,0.45497630331753547,0.4419782953428293
102,34.03796595335007,99.15708052360175,88.7517146776406,0.5232558139534884,0.49828678405510013
103,34.004498451948166,99.09758032526776,89.02606310013718,0.5348837209302325,0.5121842155944746
104,33.93640184402466,99.14716382387941,87.51714677640604,0.5185185185185185,0.505591604408724
105,34.105156391859055,99.08766362554542,85.45953360768175,0.4752475247524753,0.46138776292769806
106,34.14449891448021,99.06783022610075,86.41975308641975,0.4870466321243523,0.46948496346039015
107,34.14979448914528,99.02816342721142,89.16323731138546,0.5380116959064327,0.5151774450302959
108,34.06055799126625,99.07774692582309,91.22085048010975,0.5897435897435898,0.5649484112082119
109,33.8471195101738,99.28599761999207,85.87105624142661,0.4771573604060914,0.46003736619916635
110,33.96684715151787,99.14716382387941,85.59670781893004,0.46700507614213194,0.4471983768817898
111,33.99863186478615,99.14716382387941,82.03017832647463,0.4229074889867842,0.41089234797558694
112,33.92314553260803,99.16699722332407,91.90672153635117,0.5986394557823129,0.5693248347000675
113,33.8447305560112,99.2364141213804,87.37997256515774,0.5053763440860216,0.48695054687449835
114,33.984932869672775,99.10749702499008,84.77366255144032,0.45320197044334976,0.43388741033469924
115,33.82462379336357,99.19674732249108,89.43758573388203,0.5443786982248521,0.5212737469686101
116,33.79930603504181,99.22649742165807,87.10562414266118,0.4946236559139786,0.47368992122371356
117,34.21222075819969,98.9884966283221,91.22085048010975,0.5844155844155844,0.5574412017738684
118,34.00916111469269,99.13724712415708,91.4951989026063,0.6075949367088608,0.58708661398733
119,33.86176881194115,99.21658072193574,87.65432098765432,0.5054945054945055,0.4840870960030898
120,33.83380809426308,99.18683062276874,82.03017832647463,0.41777777777777775,0.40257293355533263
121,33.79045930504799,99.18683062276874,91.08367626886145,0.5859872611464969,0.5613104946862151
122,33.832024812698364,99.2661642205474,88.47736625514403,0.5280898876404494,0.5085541272219147
123,33.88339075446129,99.12733042443475,89.7119341563786,0.5562130177514792,0.5353252394083423
124,33.73745188117027,99.2066640222134,89.43758573388203,0.5443786982248521,0.5212737469686101
125,33.71931806206703,99.30583101943674,82.99039780521262,0.43636363636363634,0.4240044678853331
126,33.7519628405571,99.22649742165807,82.44170096021948,0.42342342342342343,0.408113554621026
127,33.75453180074692,99.21658072193574,87.10562414266118,0.5,0.48183230796514415
128,33.79632115364075,99.21658072193574,88.61454046639231,0.5363128491620113,0.5193119064428787
129,33.754481077194214,99.28599761999207,86.69410150891632,0.4921465968586388,0.47434948176247543
130,33.72465395927429,99.2661642205474,81.75582990397805,0.41409691629955947,0.39894894599495684
131,33.84275150299072,99.22649742165807,89.98628257887518,0.562874251497006,0.5416802493107149
132,33.62891957163811,99.28599761999207,86.28257887517147,0.4845360824742268,0.4670885347391626
133,33.709482461214066,99.2661642205474,84.36213991769547,0.4571428571428572,0.44406008870348307
134,33.704428523778915,99.24633082110273,90.6721536351166,0.580246913580247,0.5582956724140862
135,33.67127048969269,99.28599761999207,86.83127572016461,0.4947368421052632,0.47681847873568106
136,33.73512488603592,99.24633082110273,84.91083676268862,0.46601941747572817,0.45257005750798907
137,33.78350928425789,99.2066640222134,84.77366255144032,0.463768115942029,0.4504145285889731
138,33.67638462781906,99.31574771915906,90.94650205761317,0.5875,0.5652543323320026
139,33.635407745838165,99.25624752082507,89.7119341563786,0.5562130177514792,0.5353252394083423
140,33.640041530132294,99.28599761999207,85.59670781893004,0.46700507614213194,0.4471983768817898
141,33.52995550632477,99.31574771915906,89.84910836762688,0.5595238095238096,0.5384828980166674
142,33.56163543462753,99.33558111860373,87.37997256515774,0.5053763440860216,0.48695054687449835
143,33.51533880829811,99.34549781832607,88.20301783264746,0.5222222222222221,0.5029743681550286
144,33.53655284643173,99.33558111860373,88.61454046639231,0.5363128491620113,0.5193119064428787
145,33.749587297439575,99.18683062276874,86.0082304526749,0.48484848484848486,0.47053519283368767
146,33.45637446641922,99.40499801666006,84.36213991769547,0.4519230769230769,0.4358053003309325
147,33.62479454278946,99.30583101943674,88.7517146776406,0.5393258426966293,0.5221631118318837
148,33.713997930288315,99.27608092026973,84.49931412894375,0.44334975369458124,0.4212544555406264
149,33.55880996584892,99.34549781832607,84.49931412894375,0.4541062801932366,0.43791063706797684
150,33.58101561665535,99.2661642205474,88.20301783264746,0.5274725274725276,0.5109470490408226
151,33.580368012189865,99.28599761999207,87.51714677640604,0.5027322404371585,0.4814460435036291
152,33.58813741803169,99.27608092026973,89.30041152263375,0.5301204819277108,0.5022800689028699
153,33.51951578259468,99.31574771915906,87.24279835390946,0.5026737967914439,0.48437812232342214
154,33.57175832986832,99.31574771915906,93.00411522633745,0.6330935251798562,0.6038399548240665
155,33.55557197332382,99.3256644188814,85.45953360768175,0.47,0.4531847729767672
156,33.53173020482063,99.34549781832607,82.85322359396433,0.44444444444444453,0.4385542570947299
157,33.542393893003464,99.35541451804839,85.18518518518519,0.46,0.44045074200621276
158,33.45119369029999,99.33558111860373,78.73799725651577,0.38735177865612647,0.3789815567678281
159,33.59340313076973,99.3256644188814,78.05212620027434,0.365079365079365,0.34633026813677215
160,33.51517027616501,99.33558111860373,91.35802469135803,0.5935483870967743,0.5686382767621054
161,33.5276700258255,99.34549781832607,86.83127572016461,0.48936170212765956,0.46865296860950145
162,33.37966975569725,99.44466481554939,82.3045267489712,0.42666666666666664,0.414566708068465
163,33.42375257611275,99.34549781832607,87.92866941015089,0.5217391304347827,0.505521483639078
164,33.438169449567795,99.33558111860373,87.65432098765432,0.49438202247191015,0.4677271733920077
165,33.48380666971207,99.3256644188814,88.20301783264746,0.5274725274725276,0.5109470490408226
166,33.505075573921204,99.31574771915906,80.93278463648834,0.4135021097046414,0.40502203732586395
167,33.403604716062546,99.3851646172154,88.47736625514403,0.5280898876404494,0.5085541272219147
168,33.47088322043419,99.30583101943674,84.36213991769547,0.4519230769230769,0.4358053003309325
169,33.41279894113541,99.40499801666006,86.0082304526749,0.4795918367346939,0.4623651560448566
170,33.37817099690437,99.43474811582705,86.28257887517147,0.4791666666666667,0.4588820060216959
171,33.44170153141022,99.37524791749306,90.94650205761317,0.5875,0.5652543323320026
172,33.418419778347015,99.39508131693772,82.57887517146776,0.43049327354260086,0.4182977532324444
173,33.372719049453735,99.43474811582705,85.87105624142661,0.4771573604060914,0.46003736619916635
174,33.48120313882828,99.34549781832607,85.73388203017832,0.47474747474747475,0.4577316335945492
175,33.36492940783501,99.40499801666006,90.39780521262003,0.5679012345679013,0.54385596670239
176,33.4167178273201,99.42483141610472,84.0877914951989,0.44761904761904764,0.43164894716819807
177,33.319451957941055,99.47441491471638,92.31824417009602,0.6266666666666667,0.6031331868152239
178,33.29691502451897,99.40499801666006,90.26063100137175,0.5798816568047338,0.5634282242878066
179,33.316602289676666,99.45458151527171,85.73388203017832,0.48,0.46591880394732155
180,33.27335846424103,99.45458151527171,87.65432098765432,0.5212765957446809,0.5081909866764296
181,33.2893990278244,99.40499801666006,88.61454046639231,0.5257142857142857,0.5034147483323025
182,33.42329293489456,99.39508131693772,90.12345679012346,0.5555555555555555,0.5294162609906938
183,33.3575893342495,99.42483141610472,88.61454046639231,0.5257142857142857,0.5034147483323025
184,33.333775609731674,99.45458151527171,83.40192043895748,0.45248868778280543,0.44628332355800804
185,33.331240355968475,99.44466481554939,85.45953360768175,0.47,0.4531847729767672
186,33.336271822452545,99.41491471638238,86.55692729766804,0.5000000000000001,0.4881149038490354
187,33.251687437295914,99.5140817136057,88.88888888888889,0.5474860335195532,0.5328751903278335
188,33.22252231836319,99.48433161443872,85.0480109739369,0.46305418719211816,0.4465203651287721
189,33.44633969664574,99.33558111860373,84.2249657064472,0.4651162790697675,0.45835263770772766
190,33.24559485912323,99.52399841332804,89.16323731138546,0.5485714285714286,0.5309148870759705
191,33.23141065239906,99.5140817136057,87.51714677640604,0.5027322404371585,0.4814460435036291
192,33.18868973851204,99.50416501388338,89.30041152263375,0.5357142857142858,0.5102740712953286
193,33.260591238737106,99.43474811582705,80.79561042524006,0.411764705882353,0.4033103519316668
194,33.37118837237358,99.43474811582705,89.57475994513031,0.5529411764705883,0.5322063824823383
195,33.21843430399895,99.5140817136057,85.0480109739369,0.46305418719211816,0.4465203651287721
196,33.31239214539528,99.37524791749306,84.49931412894375,0.448780487804878,0.4296095486165696
197,33.35963988304138,99.43474811582705,84.0877914951989,0.44761904761904764,0.43164894716819807
198,33.232089936733246,99.48433161443872,91.35802469135803,0.5882352941176471,0.5611716504741024
199,33.18809753656387,99.50416501388338,85.32235939643347,0.48803827751196177,0.4834849121537449
200,33.20957997441292,99.49424831416104,87.51714677640604,0.5027322404371585,0.4814460435036291
201,33.19310346245766,99.49424831416104,91.22085048010975,0.5844155844155844,0.5574412017738684
202,33.33961260318756,99.43474811582705,84.63648834019205,0.4666666666666666,0.4564712302387681
203,33.11501210927963,99.58349861166204,87.92866941015089,0.5056179775280899,0.4813361580019767
204,33.25310575962067,99.44466481554939,82.85322359396433,0.4394618834080717,0.43034306300122505
205,33.13852033019066,99.54383181277271,85.32235939643347,0.4780487804878049,0.46731244118576853
206,33.16019442677498,99.53391511305038,86.96844993141289,0.4919786096256684,0.4711584131708717
207,33.19020029902458,99.43474811582705,83.40192043895748,0.44239631336405527,0.4298489437480936
208,33.24110099673271,99.47441491471638,90.26063100137175,0.5748502994011976,0.5558383971629794
209,33.23739591240883,99.44466481554939,88.34019204389575,0.5251396648044692,0.5057486225579239
210,33.249399960041046,99.48433161443872,88.47736625514403,0.5280898876404494,0.5085541272219147
211,33.097453624010086,99.57358191193971,82.03017832647463,0.41777777777777775,0.40257293355533263
212,33.09829789400101,99.53391511305038,87.51714677640604,0.508108108108108,0.48955010682552497
213,33.133557707071304,99.54383181277271,87.24279835390946,0.5026737967914439,0.48437812232342214
214,33.08896690607071,99.55374851249505,85.18518518518519,0.45454545454545453,0.4321245151162723
215,33.20133966207504,99.40499801666006,86.28257887517147,0.4845360824742268,0.4670885347391626
216,33.14480718970299,99.52399841332804,85.45953360768175,0.47,0.4531847729767672
217,33.194174855947495,99.49424831416104,87.65432098765432,0.5161290322580646,0.5002111725252831
218,33.1581671833992,99.52399841332804,81.61865569272976,0.41739130434782606,0.4054834255110228
219,33.18403822183609,99.5140817136057,77.91495198902606,0.3831417624521073,0.3781712913176403
220,33.221759557724,99.50416501388338,83.95061728395062,0.4454976303317536,0.4295973324891203
221,33.19892397522926,99.48433161443872,85.59670781893004,0.47761194029850745,0.46364280280742753
222,33.13007244467735,99.55374851249505,90.26063100137175,0.5696969696969698,0.5481977395567799
223,33.16834199428558,99.5140817136057,87.79149519890261,0.5136612021857924,0.49483280701397103
224,33.09942972660065,99.5140817136057,80.52126200274348,0.40336134453781514,0.39162461081250205
225,33.075647324323654,99.55374851249505,87.79149519890261,0.5136612021857924,0.49483280701397103
226,33.06942903995514,99.56366521221737,88.88888888888889,0.5371428571428571,0.5171648177041365
227,33.10114759206772,99.49424831416104,85.73388203017832,0.48,0.46591880394732155
228,33.14762184023857,99.47441491471638,83.1275720164609,0.43317972350230416,0.41764170261087663
229,33.087046444416046,99.54383181277271,78.18930041152264,0.3813229571984436,0.3728834727409167
230,33.204772621393204,99.48433161443872,85.73388203017832,0.46938775510204084,0.4494902821427672
231,33.09548145532608,99.54383181277271,89.57475994513031,0.5581395348837209,0.5399790786732234
232,33.15821263194084,99.50416501388338,79.14951989026063,0.3870967741935484,0.3753472847718623
233,33.098414212465286,99.52399841332804,86.0082304526749,0.49,0.47865283491787597
234,33.053111255168915,99.54383181277271,85.32235939643347,0.46231155778894467,0.4426789883128417
235,33.17453008890152,99.46449821499405,91.4951989026063,0.5866666666666667,0.5574817616208965
236,33.116625517606735,99.50416501388338,76.6803840877915,0.3609022556390978,0.3485385524855801
237,33.11731615662575,99.5140817136057,91.08367626886145,0.5859872611464969,0.5613104946862151
238,33.17711818218231,99.49424831416104,87.10562414266118,0.4835164835164835,0.457227142965357
239,33.06419825553894,99.52399841332804,81.75582990397805,0.41409691629955947,0.39894894599495684
240,33.052914410829544,99.58349861166204,90.6721536351166,0.5750000000000001,0.5506955982919365
241,33.11271780729294,99.54383181277271,86.96844993141289,0.4973544973544974,0.4793125926363123
242,33.02235957980156,99.57358191193971,86.41975308641975,0.4870466321243523,0.46948496346039015
243,33.06324061751366,99.50416501388338,82.1673525377229,0.4298245614035088,0.4209945371058217
244,33.063480615615845,99.56366521221737,82.71604938271605,0.4272727272727273,0.4118795999965633
245,33.04731026291847,99.50416501388338,85.32235939643347,0.4568527918781726,0.4343593875644133
246,33.05056497454643,99.55374851249505,89.84910836762688,0.5647058823529412,0.5462057493304882
247,33.05979058146477,99.5140817136057,82.3045267489712,0.42152466367713004,0.4062524434636637
248,33.03816419839859,99.57358191193971,87.65432098765432,0.5054945054945055,0.4840870960030898
249,33.09356018900871,99.5140817136057,86.28257887517147,0.47368421052631576,0.450618081434233
